4,2.5,1594,7665,1,0,0, 5,7,1088,506,1975,0,47.3262,-122211,1536,6000,269000,175,130208333333,0
4,1.5,1520,8800,1,0,0, 4,7,1520,0,1960,0,47.3136,-122208,1370,8800,230000,167,883211678832,0
4,1.75,1500,12560,1,0,0, 4,7,1000,500,1977,0,47.2918,-122197,1700,9020,239000,140,588235294118,1
4,1,1600,10183,1,0,0, 4,6,1600,0,1966,0,47277,-122211,1410,10416,154950,109,893617021277,1
3,1,1090,17630,1,0,0, 4,7,1090,0,1962,0,47288,-122196,1300,12000,197000,151,538461538462,1
2,1.75,1590,11276,1,0,0, 4,7,1590,0,1972,0,47.3177,-122.21,1750,10687,225500,128,857142857143,1
4,2.75,2420,8700,1.5,0,0, 4,7,2420,0,1914,0,47.3109,-122229,1070,4804,279950,261,635514018692,0
4,2.25,1980,9714,1,0,0, 3,7,1170,810,1977,0,47.3207,-122209,1610,9272,286285,177,816770186335,0
2,1,810,6697,1,0,0, 4,6,810,0,1923,0,47.3057,-122216,1140,6695,194900,170,964912280702,0
3,1.5,1280,4452,2,0,0, 3,6,1280,0,1985,0,47.3344,-122216,1070,4366,187000,174,766355140187,0
4,2.5,2260,9686,1,0,0, 4,7,1520,740,1965,0,47286,-122218,1750,9916,224950,128,542857142857,1
2,1,780,6685,1,0,0, 4,5,780,0,1948,0,47305,-122215,880,6695,135000,153,409090909091,1
3,1.5,1200,7800,1,0,0, 4,7,1200,0,1958,0,47.3137,-122212,1390,8415,195000,140,287769784173,1
2,1.5,1440,11954,1,0,0, 4,8,1440,0,1978,0,47.2909,-122219,1460,9730,330000,226,027397260274,0
5,2,2250,5472,1.5,0,0, 5,7,1750,500,1930,0,47.3065,-122219,1540,5472,319450,207,435064935065,0
3,2.5,2095,3438,2,0,0, 3,7,2095,0,2008,0,47.3523,-122213,1805,3402,292500,162,049861495845,1
3,1,990,9599,1,0,0, 4,6,990,0,1959,0,47.2934,-122215,1216,10364,245000,201,480263157895,0
2,1.75,1280,6774,1,0,0, 3,7,1280,0,1991,0,47.2925,-122219,1450,7810,193000,133,103448275862,1
3,2,1340,4320,1,0,0, 3,5,920,420,1912,1993,47299,-122228,980,6480,186000,189,795918367347,0
6,4.5,3560,14010,2,0,0, 3,7,3560,0,1989,0,47.3244,-122217,1710,11116,389000,227,485380116959,0
3,2.25,1560,9706,1,0,0, 4,7,1560,0,1963,0,47.3191,-122213,1510,9706,288000,190,728476821192,0
3,1.5,1480,10588,1,0,0, 3,7,1480,0,1957,0,47.2872,-122212,1370,10588,224000,163,503649635037,1
3,1.75,1330,6301,1,0,0, 3,7,1330,0,1998,0,47.3411,-122219,1330,6144,236000,177,443609022556,0
3,1,1150,4800,1.5,0,0, 4,6,1150,0,1938,0,47.3101,-122212,1310,9510,200000,152,671755725191,1
4,3,2300,7609,2,0,0, 4,7,2300,0,1976,0,47.2943,-122227,940,5937,224000,238,297872340426,0
4,2.25,2400,17842,2,0,0, 4,7,2400,0,1973,0,47.2866,-122217,1610,12100,275000,170,807453416149,0
4,2.25,2050,12581,2,0,0, 4,7,2050,0,1978,0,47.3215,-122204,1620,7400,305000,188,271604938272,0
3,1,1060,8000,1,0,0, 4,6,1060,0,1927,0,47305,-122218,1060,4697,160000,150,943396226415,1
3,2.25,1230,7420,1.5,0,0, 5,7,1230,0,1913,0,47.3184,-122.22,1260,7556,200000,158,730158730159,1
1,1,1080,3230,1,0,0, 3,6,1080,0,1963,0,47.3075,-122217,1210,5760,112000,92,5619834710744,1
3,1,1864,6978,1,0,0, 4,7,1864,0,1958,0,47285,-122206,990,8000,235000,237,373737373737,0
4,1.75,1420,10300,2,0,0, 3,7,1420,0,1950,2001,47.3121,-122215,1420,10300,225000,158,450704225352,1
4,2.5,1960,11600,1,0,0, 5,6,980,980,1931,0,47.2898,-122222,1160,7685,215000,185,344827586207,0
3,1,920,7314,1,0,0, 3,6,920,0,1960,0,47.2892,-122.22,1010,7420,125000,123,762376237624,1
3,1,920,7314,1,0,0, 3,6,920,0,1960,0,47.2892,-122.22,1010,7420,208000,205,940594059406,0
4,2,2170,5404,1.5,0,0, 5,6,1470,700,1920,0,47.3046,-122.22,1030,5477,250000,242,718446601942,0
3,1,1010,8800,1,0,0, 4,7,1010,0,1968,0,47.2761,-122208,1550,7700,205000,132,258064516129,1
3,1.5,1280,3640,2,0,0, 3,6,1280,0,1983,0,47334,-122214,1150,4105,184500,160,434782608696,1
2,1,1280,7861,1,0,0, 4,6,1280,0,1913,0,47.3007,-122228,1020,6480,195000,191,176470588235,0
3,1,990,7520,1,0,0, 4,7,990,0,1958,0,47285,-122207,990,7440,222000,224,242424242424,0
3,1,990,10800,1,0,0, 4,6,990,0,1959,0,47293,-122215,1060,10364,207000,195,283018867925,0
3,1.75,1200,9266,1,0,0, 4,7,1200,0,1960,0,47314,-122208,1200,9266,235000,195,833333333333,0
4,2.25,2115,6234,2,0,0, 3,7,2115,0,1998,0,47285,-122201,2440,6366,272000,111,475409836066,1
3,1.75,1760,12823,1,0,0, 4,7,1460,300,1956,0,47.2868,-122.21,1450,10800,269950,186,172413793103,0
2,2,1700,3171,1,0,0, 5,5,850,850,1927,0,47.3025,-122224,1380,5906,189000,136,95652173913,1
5,1.75,1970,8925,1,0,0, 5,7,1170,800,1977,0,47.2925,-122196,1910,8025,255000,133,507853403141,1
3,1.5,1280,4031,2,0,0, 4,6,1280,0,1985,0,47.3342,-122215,1150,4500,185000,160,869565217391,1
3,2.25,1640,4420,2,0,0, 4,7,1640,0,1918,1983,47311,-122.21,1230,6632,250000,203,252032520325,0
4,2.5,1788,10183,2,0,0, 4,7,1788,0,1990,0,47.2883,-122218,1700,6600,294400,173,176470588235,0
3,1,1090,10114,1,0,0, 4,7,1090,0,1955,0,47.2975,-122223,1380,7800,140000,101,449275362319,1
4,1.5,2120,8554,1,0,0, 4,7,1170,950,1977,0,47.2933,-122195,1790,8554,249500,139,385474860335,1
3,1,880,7004,1,0,0, 3,5,880,0,1950,0,47.3019,-122216,880,7828,128750,146,306818181818,1
3,1,1200,8316,1,0,0, 4,6,1200,0,1953,0,47.3231,-122215,1250,8316,190000,152,1
4,2.75,2910,7712,1,0,0, 3,7,1600,1310,1998,0,47.2842,-122198,2220,6649,292000,131,531531531532,1
3,2.5,2070,8400,2,0,0, 4,8,2070,0,1990,0,47.3099,-122206,2070,9239,250000,120,772946859903,1
5,1.75,2030,10200,1,0,0, 4,7,2030,0,1958,0,47.2867,-122209,1760,11550,246000,139,772727272727,1
2,1,1250,5208,1,0,0, 3,7,1050,200,1951,0,47.3063,-122219,1030,5354,150000,145,631067961165,1
3,1.5,1910,10583,1.5,0,0, 4,7,1910,0,1922,1967,47.2782,-122212,1770,9068,247200,139,661016949153,1
4,1.75,1530,18400,1.5,0,0, 4,6,1530,0,1938,0,47329,-122219,1620,13535,220000,135,802469135802,1
4,3,2390,7309,2,0,0, 4,7,2390,0,1944,1981,47294,-122218,930,7308,269950,290,268817204301,0
2,1,1070,4200,1,0,0, 4,6,1070,0,1983,0,47.3336,-122215,1150,4200,160000,139,130434782609,1
3,2.25,1640,6044,2,0,0, 3,7,1640,0,1996,0,47.2844,-122205,1600,7418,275000,171,875,0
3,1,900,8100,1,0,0, 4,6,900,0,1959,0,47.2866,-122221,1000,7830,179500,179,5,0
3,1.75,1160,6134,1,0,0, 3,7,1160,0,1998,0,47.3414,-122218,1330,6301,250000,187,96992481203,0
3,1.5,1280,5547,2,0,0, 4,6,1280,0,1985,0,47.3344,-122215,1150,4500,167000,145,217391304348,1
2,1,1000,5026,1,0,0, 5,5,760,240,1915,0,47297,-122225,990,5026,159995,161,611111111111,1
3,1.75,1590,7810,1,0,0, 4,7,1590,0,1959,0,47.2932,-122.22,1470,7810,255000,173,469387755102,0
4,2.75,1990,7252,1,0,0, 3,7,1270,720,1999,0,47.2839,-122202,2100,7535,270000,128,571428571429,1
3,2.5,1720,8550,1,0,0, 4,7,1720,0,1968,0,47.2837,-122207,1460,8550,270000,184,931506849315,0
5,2.75,2790,4807,1.5,0,0, 4,7,2140,650,1949,0,47.3098,-122223,1056,4807,288000,272,727272727273,0
3,1.5,1180,7300,1,0,0, 4,7,1180,0,1968,0,47.2857,-122197,2030,8424,209950,103,423645320197,1
3,2,1110,8724,1,0,0, 4,7,1110,0,1990,0,47.3056,-122206,1390,7750,235000,169,064748201439,0
3,1.75,1600,7711,1,0,0, 3,7,1600,0,1999,0,47284,-122202,2100,7711,268000,127,619047619048,1
3,1.75,1340,7473,1,0,0, 4,7,1340,0,1973,0,47.3087,-122206,1510,8240,223000,147,682119205298,1
3,1,1300,7420,1,0,0, 4,6,1300,0,1960,0,47.2899,-122219,1250,7420,208000,166,4,0
4,1,1230,8636,1.5,0,0, 4,6,1230,0,1954,0,47.3231,-122219,1168,8316,195500,167,380136986301,0
5,2.75,2920,5250,1.5,0,0, 5,7,1800,1120,1911,0,47.3072,-122221,1220,5250,265000,217,213114754098,0
4,2.75,2414,7693,2,0,0, 3,8,2414,0,2006,0,47.3046,-122222,1500,7177,292000,194,666666666667,0
3,2.5,1890,6088,2,0,0, 3,7,1890,0,1996,0,47.2886,-122218,1700,6600,265000,155,882352941176,1
3,2.25,2080,26574,1,0,2, 3,7,1380,700,1993,0,47.2846,-122192,1770,8140,270000,152,542372881356,1
3,2,1670,7056,1,0,0, 4,7,1670,0,1958,0,47.3139,-122212,1330,8415,180000,135,338345864662,1
4,1,1320,11212,1,0,0, 5,6,1320,0,1914,0,47.3098,-122209,1060,6766,250000,235,849056603774,0
4,2,1960,16015,1,0,0, 3,7,1960,0,1980,0,47.33,-122.22,1960,16015,367500,187,5,0
3,1,960,7314,1,0,0, 5,6,960,0,1960,0,47.2891,-122221,990,7314,205000,207,070707070707,0
3,2,1540,8316,1,0,0, 5,6,1540,0,1954,0,47323,-122216,1250,8316,202500,162,1
3,2.5,1740,3721,2,0,0, 3,8,1740,0,2009,0,47.3363,-122213,2030,3794,257000,126,600985221675,1
3,1,900,7576,1,0,0, 4,6,900,0,1959,0,47.2881,-122.22,1220,7452,201000,164,754098360656,0
3,1,1510,8760,1,0,0, 4,6,1510,0,1946,0,47.3015,-122216,1040,7828,190000,182,692307692308,0
3,1,1380,7282,1.5,0,0, 5,6,1380,0,1915,0,47.3006,-122223,860,4826,189000,219,767441860465,0
3,2.25,2120,13090,1,0,0, 3,8,2120,0,1997,0,47296,-122219,1400,12039,340000,242,857142857143,0
3,1,940,7200,1,0,0, 4,7,940,0,1954,0,47.2979,-122223,1090,7800,163500,150,1
6,5.25,2860,5682,2,0,0, 3,7,2860,0,1978,0,47303,-122221,1390,5956,300000,215,827338129496,0
3,1,1300,10125,1,0,0, 4,6,1300,0,1959,0,47.2921,-122215,1300,10125,137000,105,384615384615,1
4,3,2210,4191,2,0,0, 3,7,2210,0,2004,0,47.2959,-122225,890,4288,315000,353,932584269663,0
4,1.75,1900,10588,1,0,0, 5,6,1900,0,1958,0,47289,-122212,1530,10587,265000,173,202614379085,0
3,1,1080,10639,1.5,0,0, 3,7,1080,0,1953,0,47.3171,-122219,1470,10600,219000,148,979591836735,1
4,1.75,1920,9350,1,0,0, 4,7,1000,920,1977,0,47292,-122195,1910,8400,235000,123,03664921466,1
3,1,1090,6710,1.5,0,0, 5,5,1090,0,1912,0,47.3066,-122217,1170,6708,219500,187,606837606838,0
3,2.5,1340,4200,2,0,0, 3,7,1340,0,2002,0,47.2942,-122226,990,4520,217000,219,191919191919,0
3,1,1320,7000,1,0,0, 4,7,1320,0,1967,0,47.2787,-122205,1260,7455,206000,163,492063492063,1
4,3,1680,6003,1,0,0, 3,7,1150,530,1997,0,47.2885,-122218,1820,6207,230000,126,373626373626,1
3,1.75,1930,7267,1,0,0, 4,7,1330,600,1977,0,47.3217,-122205,1600,7698,279950,174,96875,0
4,2.25,2550,9736,1,0,0, 4,8,2550,0,1967,0,47.3193,-122212,1770,9686,315000,177,966101694915,0
4,1.5,1920,11595,1,0,0, 4,7,1920,0,1962,0,47.2858,-122212,1400,10550,235000,167,857142857143,0
4,1.75,1700,6000,1,0,0, 3,7,1700,0,1967,0,47.3252,-122208,1280,6000,148900,116,328125,1
3,1,1230,6000,1,0,0, 4,7,1230,0,1967,0,47.3256,-122209,1240,6000,229500,185,08064516129,0
2,1,1000,4179,1,0,0, 5,5,1000,0,1914,0,47297,-122227,1010,6327,189900,188,019801980198,0
3,2,1680,7000,1.5,0,0, 4,7,1680,0,1968,0,47.2775,-122203,1540,7480,219200,142,337662337662,1
4,2,1700,6025,1,0,0, 3,6,1700,0,1978,0,47.3029,-122221,1320,5956,206000,156,060606060606,1
3,1.75,1310,7314,1,0,0, 5,6,1310,0,1960,0,47.2888,-122221,1010,7314,237950,235,594059405941,0
3,2.25,1620,6000,1,0,0, 3,7,1280,340,1998,0,47.2835,-122.2,1710,6318,247500,144,736842105263,1
3,1.75,1750,11461,2,0,0, 4,7,1750,0,1976,0,47.3173,-122.21,2140,11276,232603,108,692990654206,1
3,2,1640,5280,1.5,0,0, 5,6,1640,0,1910,0,47.3089,-122213,1160,7875,234000,201,724137931034,0
3,1,1320,7155,1,0,0, 4,6,1320,0,1961,0,47.2857,-122.22,1070,8100,185000,172,897196261682,0
6,2,2220,8797,1,0,0, 3,7,2220,0,1977,0,47.2977,-122227,1170,5123,260000,222,222222222222,0
4,1.5,1570,6717,1,0,0, 5,6,1570,0,1911,0,47307,-122217,1140,6716,229950,201,710526315789,0
3,1,960,10761,1,0,0, 4,6,960,0,1962,0,47.2819,-122224,960,10761,193000,201,041666666667,0
4,2.75,2475,4000,2,0,0, 3,7,2475,0,2014,0,47.3452,-122209,2475,4000,329900,133,292929292929,1
4,2.5,2730,4962,2,0,0, 3,8,2730,0,2006,0,47.3363,-122216,2150,3802,319500,148,604651162791,1
4,2.75,2475,4276,2,0,0, 3,7,2475,0,2014,0,47345,-122.21,2475,4000,319900,129,252525252525,1
3,2.5,1584,3200,2,0,0, 3,7,1584,0,2011,0,47.3451,-122215,1584,2800,263000,166,035353535354,0
4,3,1984,4460,2,0,0, 3,7,1984,0,2012,0,47.3532,-122211,2095,3402,292000,139,379474940334,1
3,2.5,2437,5136,2,0,0, 3,7,2437,0,2011,0,47.3517,-122.21,2437,4614,285000,116,947066064834,1
3,2.25,1489,2800,2,0,0, 3,7,1489,0,2011,0,47.3452,-122215,1584,3200,260000,164,141414141414,0
3,2.25,1481,2820,2,0,0, 3,7,1481,0,2012,0,47.3457,-122217,1481,3028,240000,162,052667116813,1
3,2.5,1852,4000,2,0,0, 3,7,1852,0,2014,0,47.3455,-122.21,2166,4000,298000,137,580794090489,1
3,2.5,2099,4275,2,0,0, 3,7,2099,0,2010,0,47.3521,-122211,2099,4275,289950,138,137208194378,1
6,3,2744,9926,2,0,0, 3,7,2744,0,2006,0,47.2773,-122216,2470,9926,300000,121,457489878543,1
3,2.25,1584,2800,2,0,0, 3,7,1584,0,2012,0,47.3454,-122214,1584,2800,267000,168,560606060606,0
4,2.75,2475,4000,2,0,0, 3,7,2475,0,2014,0,47.3452,-122.21,2166,4000,319900,147,691597414589,1
3,2.25,1489,2800,2,0,0, 3,7,1489,0,2012,0,47.3454,-122214,1584,2800,265000,167,29797979798,0
3,2.5,1550,3402,2,0,0, 3,7,1550,0,2009,0,47.3523,-122212,2095,3402,273500,130,54892601432,1
4,2.5,2230,4952,2,0,0, 3,8,2230,0,2011,0,47.3363,-122211,2030,3721,297000,146,305418719212,1
3,2.5,1489,3266,2,0,0, 3,7,1489,0,2014,0,47.3452,-122217,1537,3273,255900,166,493168510085,0
3,2.25,1584,2800,2,0,0, 3,7,1584,0,2012,0,47.3451,-122214,1584,2800,261000,164,772727272727,0
4,2.5,1710,3500,2,0,0, 3,7,1710,0,2014,0,47.3448,-122217,1710,3500,282900,165,438596491228,0
4,2.5,2150,3721,2,0,0, 3,8,2150,0,2007,0,47.3363,-122215,2150,3721,275000,127,906976744186,1
3,2.5,1852,4000,2,0,0, 3,7,1852,0,2014,0,47.3451,-122209,2475,4000,298900,120,767676767677,1
4,3,1984,4419,2,0,0, 3,7,1984,0,2010,0,47.3514,-122213,2440,4418,300000,122,950819672131,1
6,5,2732,7655,2,0,0, 3,7,2732,0,2009,0,47.3045,-122211,3078,69993,343000,111,43599740091,1
4,2.5,2150,3721,2,0,0, 3,8,2150,0,2006,0,47.3363,-122217,2150,3721,260000,120,93023255814,1
2,2.25,1061,2884,2,0,0, 3,7,1061,0,2013,0,47346,-122218,1481,2887,223990,151,242403781229,1
3,2.25,1481,2820,2,0,0, 3,7,1481,0,2012,0,47.3457,-122217,1481,2889,250000,168,804861580013,0
3,2.5,1550,3569,2,0,0, 3,7,1550,0,2011,0,47.3528,-122211,2095,3402,259000,123,6276849642,1
4,2.75,2475,4000,2,0,0, 3,7,2475,0,2014,0,47345,-122209,2475,4000,335900,135,717171717172,1
